id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
240434,Somalia,SOM,3.43559,41.7337,"[3.43559, 41.7337]",Recommended figure,Disaster,total,99,2026-01-17,2026-01-11,2026-01-17,2026,40327,Somalia: Drought - Gedo - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Belet Xaawo, Gedo, Somalia","3.43559, 41.7337",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:36.757169Z,"Somalia: 99 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 99 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240435,Somalia,SOM,3.206,42.35912,"[3.206, 42.35912]",Recommended figure,Disaster,total,37,2026-01-17,2026-01-11,2026-01-17,2026,40327,Somalia: Drought - Gedo - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Garbahaarey, Gedo, Somalia","3.206, 42.35912",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:36.894094Z,"Somalia: 37 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 37 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240436,Somalia,SOM,3.81645,43.43285,"[3.81645, 43.43285]",Recommended figure,Conflict,total,176,2026-01-17,2026-01-11,2026-01-17,2026,40320,Somalia: Unclear/Unknown - Bakool - 01/01/2026,,,2026-01-01,2026-01-31,,,,,,Protection and Return Monitoring Network (PRMN),,"Waajid, Bakool, Somalia","3.81645, 43.43285",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:37.021044Z,"Somalia: 176 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 176 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Conflict. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Conflict
240437,Somalia,SOM,6.137011299999999,46.6258906,"[6.137011299999999, 46.6258906]",Recommended figure,Disaster,total,9522,2026-01-17,2026-01-11,2026-01-17,2026,40339,Somalia: Drought - Galgaduud - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Cadaado, Cadaado, Galgaduud, Somalia","6.137011299999999, 46.6258906",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:37.171644Z,"Somalia: 9,522 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 9522 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240438,Somalia,SOM,9.74917,48.82194,"[9.74917, 48.82194]",Recommended figure,Disaster,total,25,2026-01-17,2026-01-11,2026-01-17,2026,40331,Somalia: Drought - Sanaag - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Dhahar, Sanaag, Somalia","9.74917, 48.82194",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:37.337876Z,"Somalia: 25 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 25 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240441,Somalia,SOM,3.2059699999999998,42.557685000000006,"[3.2059699999999998, 42.557685000000006]",Recommended figure,Disaster,total,104,2026-01-17,2026-01-11,2026-01-17,2026,40326,Somalia: Drought - Bay - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Diinsoor, Bay, Somalia; Doolow, Gedo, Somalia","2.40941, 42.97458; 4.00253, 42.14079",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:06:37.781099Z,"Somalia: 104 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 104 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240442,Somalia,SOM,3.24395,43.073835,"[3.24395, 43.073835]",Recommended figure,Disaster,total,26,2026-01-17,2026-01-11,2026-01-17,2026,40326,Somalia: Drought - Bay - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Buur Hakaba, Bay, Somalia; Doolow, Gedo, Somalia","2.48537, 44.00688; 4.00253, 42.14079",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:06:38.072184Z,"Somalia: 26 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 26 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240443,Somalia,SOM,11.19664,49.636375,"[11.19664, 49.636375]",Recommended figure,Disaster,total,343,2026-01-17,2026-01-11,2026-01-17,2026,40335,Somalia: Drought - Bari - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Bossaso, Bari, Somalia; Qandala, Bari, Somalia","10.92131, 49.39993; 11.47197, 49.87282",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:06:38.409375Z,"Somalia: 343 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 343 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240444,Somalia,SOM,7.10079,48.11134,"[7.10079, 48.11134]",Recommended figure,Disaster,total,6,2026-01-17,2026-01-11,2026-01-17,2026,40337,Somalia: Drought - Mudug - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Galdogob, Mudug, Somalia; Jariiban, Mudug, Somalia","7.03917, 47.22166; 7.16241, 49.00102",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:06:38.582294Z,"Somalia: 6 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 6 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240445,Somalia,SOM,10.92131,49.39993,"[10.92131, 49.39993]",Recommended figure,Disaster,total,33,2026-01-17,2026-01-11,2026-01-17,2026,40335,Somalia: Drought - Bari - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Bossaso, Bari, Somalia","10.92131, 49.39993",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:38.767133Z,"Somalia: 33 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 33 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240446,Somalia,SOM,7.03917,47.22166,"[7.03917, 47.22166]",Recommended figure,Disaster,total,19,2026-01-17,2026-01-11,2026-01-17,2026,40337,Somalia: Drought - Mudug - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Galdogob, Mudug, Somalia","7.03917, 47.22166",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:38.884832Z,"Somalia: 19 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 19 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240447,Somalia,SOM,6.904445000000001,47.326245,"[6.904445000000001, 47.326245]",Recommended figure,Disaster,total,11,2026-01-17,2026-01-11,2026-01-17,2026,40337,Somalia: Drought - Mudug - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Gaalkacyo, Mudug, Somalia; Galdogob, Mudug, Somalia","6.76972, 47.43083; 7.03917, 47.22166",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:06:38.995210Z,"Somalia: 11 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 11 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240448,Somalia,SOM,6.76972,47.43083,"[6.76972, 47.43083]",Recommended figure,Disaster,total,216,2026-01-17,2026-01-11,2026-01-17,2026,40337,Somalia: Drought - Mudug - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Gaalkacyo, Mudug, Somalia","6.76972, 47.43083",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:39.137031Z,"Somalia: 216 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 216 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240449,Somalia,SOM,3.55818,42.895295000000004,"[3.55818, 42.895295000000004]",Recommended figure,Disaster,total,24,2026-01-17,2026-01-11,2026-01-17,2026,40326,Somalia: Drought - Bay - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Baidoa, Bay, Somalia; Doolow, Gedo, Somalia","3.11383, 43.6498; 4.00253, 42.14079",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:06:50.227664Z,"Somalia: 24 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 24 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240450,Somalia,SOM,10.625525,48.515795,"[10.625525, 48.515795]",Recommended figure,Disaster,total,4,2026-01-17,2026-01-11,2026-01-17,2026,40331,Somalia: Drought - Sanaag - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Badhan, Sanaag, Somalia; Laasqoray, Sanaag, Somalia","10.71422, 48.33591; 10.53683, 48.69568",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:06:50.338764Z,"Somalia: 4 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 4 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240451,Somalia,SOM,10.14761,46.68854,"[10.14761, 46.68854]",Recommended figure,Disaster,total,16,2026-01-17,2026-01-11,2026-01-17,2026,40331,Somalia: Drought - Sanaag - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Ceel Afweyn, Sanaag, Somalia","10.14761, 46.68854",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:50.470075Z,"Somalia: 16 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 16 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240452,Somalia,SOM,3.81645,43.43285,"[3.81645, 43.43285]",Recommended figure,Disaster,total,21,2026-01-17,2026-01-11,2026-01-17,2026,40334,Somalia: Drought - Bakool - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Waajid, Bakool, Somalia","3.81645, 43.43285",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:50.544921Z,"Somalia: 21 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 21 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240453,Somalia,SOM,3.09074,46.26398,"[3.09074, 46.26398]",Recommended figure,Conflict,total,52,2026-01-17,2026-01-11,2026-01-17,2026,40318,Somalia: Unclear/Unknown - Middle Shabelle - 01/01/2026,,,2026-01-01,2026-01-31,,,,,,Protection and Return Monitoring Network (PRMN),,"Cadale, Middle Shabele, Somalia","3.09074, 46.26398",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:50.633147Z,"Somalia: 52 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 52 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Conflict. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Conflict
240454,Somalia,SOM,7.482305,48.70007,"[7.482305, 48.70007]",Recommended figure,Disaster,total,26,2026-01-17,2026-01-11,2026-01-17,2026,40338,Somalia: Drought - Nugaal - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Burtinle, Nugaal, Somalia; Jariiban, Mudug, Somalia","7.8022, 48.39912; 7.16241, 49.00102",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:06:50.712231Z,"Somalia: 26 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 26 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240455,Somalia,SOM,3.80315,42.54417,"[3.80315, 42.54417]",Recommended figure,Disaster,total,52,2026-01-17,2026-01-11,2026-01-17,2026,40327,Somalia: Drought - Gedo - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Luuq, Gedo, Somalia","3.80315, 42.54417",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:50.857428Z,"Somalia: 52 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 52 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240456,Somalia,SOM,9.50209,49.50765,"[9.50209, 49.50765]",Recommended figure,Disaster,total,12,2026-01-17,2026-01-11,2026-01-17,2026,40335,Somalia: Drought - Bari - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Qardho, Bari, Somalia","9.50209, 49.50765",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:50.945124Z,"Somalia: 12 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 12 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240457,Somalia,SOM,2.48537,44.00688,"[2.48537, 44.00688]",Recommended figure,Disaster,total,24,2026-01-17,2026-01-11,2026-01-17,2026,40326,Somalia: Drought - Bay - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Buur Hakaba, Bay, Somalia","2.48537, 44.00688",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:51.109295Z,"Somalia: 24 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 24 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240459,Somalia,SOM,9.50209,49.50765,"[9.50209, 49.50765]",Recommended figure,Disaster,total,14,2026-01-17,2026-01-11,2026-01-17,2026,40338,Somalia: Drought - Nugaal - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Qardho, Nugaal, Somalia","9.50209, 49.50765",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:51.319491Z,"Somalia: 14 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 14 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240460,Somalia,SOM,2.99337,45.56808,"[2.99337, 45.56808]",Recommended figure,Disaster,total,44,2026-01-17,2026-01-11,2026-01-17,2026,40336,Somalia: Drought - Middle Shabelle - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Jowhar, Middle Shabele, Somalia","2.99337, 45.56808",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:51.462823Z,"Somalia: 44 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 44 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240461,Somalia,SOM,-0.14424499999999998,42.645165000000006,"[-0.14424499999999998, 42.645165000000006]",Recommended figure,Conflict,total,30,2026-01-17,2026-01-11,2026-01-17,2026,40322,Somalia: Unclear/Unknown - Lower Juba - 01/01/2026,,,2026-01-01,2026-01-31,,,,,,Protection and Return Monitoring Network (PRMN),,"Jamaame, Lower Juba, Somalia; Kismayo, Lower Juba, Somalia","0.06968, 42.74497; -0.35817, 42.54536",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:06:51.629243Z,"Somalia: 30 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 30 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Conflict. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Conflict
240462,Somalia,SOM,-0.14424499999999998,42.645165000000006,"[-0.14424499999999998, 42.645165000000006]",Recommended figure,Disaster,total,24,2026-01-17,2026-01-11,2026-01-17,2026,40329,Somalia: Drought - Lower Juba - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Jamaame, Lower Juba, Somalia; Kismayo, Lower Juba, Somalia","0.06968, 42.74497; -0.35817, 42.54536",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:06:51.786312Z,"Somalia: 24 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 24 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240463,Somalia,SOM,10.48703,49.690235,"[10.48703, 49.690235]",Recommended figure,Disaster,total,360,2026-01-17,2026-01-11,2026-01-17,2026,40338,Somalia: Drought - Nugaal - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Qandala, Bari, Somalia; Qardho, Nugaal, Somalia","11.47197, 49.87282; 9.50209, 49.50765",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:06:51.956890Z,"Somalia: 360 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 360 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240464,Somalia,SOM,10.61057,49.34738,"[10.61057, 49.34738]",Recommended figure,Disaster,total,270,2026-01-17,2026-01-11,2026-01-17,2026,40331,Somalia: Drought - Sanaag - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Dhahar, Sanaag, Somalia; Qandala, Bari, Somalia","9.74917, 48.82194; 11.47197, 49.87282",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:06:52.146069Z,"Somalia: 270 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 270 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240465,Somalia,SOM,7.16241,49.00102,"[7.16241, 49.00102]",Recommended figure,Disaster,total,508,2026-01-17,2026-01-11,2026-01-17,2026,40337,Somalia: Drought - Mudug - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Jariiban, Mudug, Somalia","7.16241, 49.00102",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:52.319465Z,"Somalia: 508 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 508 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240466,Somalia,SOM,0.5909,41.78618,"[0.5909, 41.78618]",Recommended figure,Disaster,total,36,2026-01-17,2026-01-11,2026-01-17,2026,40329,Somalia: Drought - Lower Juba - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Afmadow, Lower Juba, Somalia","0.5909, 41.78618",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:06:52.462110Z,"Somalia: 36 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 36 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240469,Somalia,SOM,6.966065,48.215925,"[6.966065, 48.215925]",Recommended figure,Disaster,total,13,2026-01-17,2026-01-11,2026-01-17,2026,40337,Somalia: Drought - Mudug - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Gaalkacyo, Mudug, Somalia; Jariiban, Mudug, Somalia","6.76972, 47.43083; 7.16241, 49.00102",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:06:52.857548Z,"Somalia: 13 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 13 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240470,Somalia,SOM,0.41990500000000003,42.64308,"[0.41990500000000003, 42.64308]",Recommended figure,Disaster,total,8,2026-01-17,2026-01-11,2026-01-17,2026,40330,Somalia: Drought - Middle Juba - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Bu'aale, Middle Juba, Somalia; Kismayo, Lower Juba, Somalia","1.19798, 42.7408; -0.35817, 42.54536",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:06:52.961877Z,"Somalia: 8 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 8 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240471,Somalia,SOM,0.63523,42.304050000000004,"[0.63523, 42.304050000000004]",Recommended figure,Disaster,total,6,2026-01-17,2026-01-11,2026-01-17,2026,40330,Somalia: Drought - Middle Juba - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Kismayo, Lower Juba, Somalia; Saakow, Middle Juba, Somalia","-0.35817, 42.54536; 1.62863, 42.06274",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:06:53.089348Z,"Somalia: 6 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 6 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240472,Somalia,SOM,3.10628,42.759375000000006,"[3.10628, 42.759375000000006]",Recommended figure,Disaster,total,39,2026-01-17,2026-01-11,2026-01-17,2026,40326,Somalia: Drought - Bay - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Diinsoor, Bay, Somalia; Luuq, Gedo, Somalia","2.40941, 42.97458; 3.80315, 42.54417",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:06:53.255916Z,"Somalia: 39 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 39 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240473,Somalia,SOM,6.3545750000000005,46.96496,"[6.3545750000000005, 46.96496]",Recommended figure,Disaster,total,14,2026-01-17,2026-01-11,2026-01-17,2026,40325,Somalia: Drought - Lower Shabelle - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Bossaso, Bari, Somalia; Qoryooley, Lower Shabeelle, Somalia","10.92131, 49.39993; 1.78784, 44.52999",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:06:53.374974Z,"Somalia: 14 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 14 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240474,Somalia,SOM,1.94751,44.978415,"[1.94751, 44.978415]",Recommended figure,Disaster,total,17,2026-01-17,2026-01-11,2026-01-17,2026,40325,Somalia: Drought - Lower Shabelle - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Banadir, Banaadir, Somalia; Qoryooley, Lower Shabeelle, Somalia","2.10718, 45.42684; 1.78784, 44.52999",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:13:01.589475Z,"Somalia: 17 displacements, 11 January - 17 January. According to Protection and Return Monitoring Network (PRMN), a total of 17 people were displaced in Somalia , arriving in the week of 11 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
